70,QF4883,6,281,Fri Jul 10 14:15:21 EST 2015,Sat Jul 11 02:51:52 EST 2015,0,58,36,270,500,400,300,100
71,QF4070,6,232,Tue May 05 04:06:09 EST 2015,Wed May 06 06:03:55 EST 2015,0,58,36,270,500,400,300,100
72,QF3010,5,42,Fri Jul 10 08:27:51 EST 2015,Fri Jul 10 15:46:43 EST 2015,14,52,32,255,500,400,300,100
73,QF6071,6,160,Fri Sep 25 14:01:29 EST 2015,Fri Sep 25 19:05:06 EST 2015,0,58,36,270,500,400,300,100
74,QF3281,5,5,Sun May 10 14:48:30 EST 2015,Mon May 11 01:56:55 EST 2015,14,52,32,255,500,400,300,100
75,QF2314,6,151,Thu Jul 30 22:23:53 EST 2015,Fri Jul 31 07:02:42 EST 2015,0,58,36,270,500,400,300,100
76,QF1797,4,172,Wed May 06 01:05:44 EST 2015,Wed May 06 18:06:31 EST 2015,0,12,0,156,500,400,300,100
77,QF1047,6,403,Sat Apr 18 14:23:24 EST 2015,Mon Apr 20 03:16:28 EST 2015,0,58,36,270,500,400,300,100
78,QF6275,5,182,Sun Apr 12 02:26:29 EST 2015,Sun Apr 12 11:19:38 EST 2015,14,52,32,255,500,400,300,100
79,QF2908,4,34,Wed Apr 29 16:27:16 EST 2015,Wed Apr 29 19:54:50 EST 2015,0,12,0,156,500,400,300,100
80,QF2134,1,331,Wed Aug 05 19:35:49 EST 2015,Thu Aug 06 07:25:36 EST 2015,0,36,0,268,500,400,300,100
81,QF2693,1,16,Tue Oct 20 19:49:52 EST 2015,Wed Oct 21 20:01:55 EST 2015,0,36,0,268,500,400,300,100
82,QF2521,1,164,Sat Oct 03 07:24:31 EST 2015,Sat Oct 03 11:45:34 EST 2015,0,36,0,268,500,400,300,100
83,QF4877,4,104,Tue May 26 14:01:15 EST 2015,Wed May 27 21:33:10 EST 2015,0,12,0,156,500,400,300,100
84,QF2950,1,185,Tue Mar 10 03:29:30 EST 2015,Tue Mar 10 18:44:22 EST 2015,0,36,0,268,500,400,300,100
85,QF3474,5,12,Thu Apr 09 07:26:07 EST 2015,Fri Apr 10 14:26:54 EST 2015,14,52,32,255,500,400,300,100
86,QF5447,6,320,Sat Jul 11 00:39:36 EST 2015,Sun Jul 12 03:06:42 EST 2015,0,58,36,270,500,400,300,100
87,QF1238,3,360,Tue Mar 31 18:13:18 EST 2015,Wed Apr 01 07:51:00 EST 2015,14,64,35,371,500,400,300,100
88,QF1095,6,60,Sat Oct 24 05:02:52 EST 2015,Sat Oct 24 16:10:03 EST 2015,0,58,36,270,500,400,300,100
89,QF5214,6,370,Fri Aug 07 15:39:20 EST 2015,Sat Aug 08 01:28:50 EST 2015,0,58,36,270,500,400,300,100
90,QF2421,2,210,Fri Jul 31 06:16:49 EST 2015,Sat Aug 01 18:16:53 EST 2015,0,30,0,267,500,400,300,100
91,QF1751,2,131,Thu Aug 20 10:13:36 EST 2015,Thu Aug 20 15:31:26 EST 2015,0,30,0,267,500,400,300,100
92,QF3139,2,286,Sun Aug 02 02:55:08 EST 2015,Mon Aug 03 04:17:41 EST 2015,0,30,0,267,500,400,300,100
93,QF3339,3,136,Wed Mar 18 08:28:50 EST 2015,Wed Mar 18 10:46:54 EST 2015,14,64,35,371,500,400,300,100
94,QF1086,1,166,Sat Mar 21 04:17:50 EST 2015,Sat Mar 21 10:42:10 EST 2015,0,36,0,268,500,400,300,100
95,QF5842,5,164,Mon Mar 16 01:27:59 EST 2015,Mon Mar 16 11:06:35 EST 2015,14,52,32,255,500,400,300,100
96,QF6436,6,88,Sat Oct 24 01:24:19 EST 2015,Sat Oct 24 14:49:59 EST 2015,0,58,36,270,500,400,300,100
97,QF4507,2,371,Wed Jul 29 21:04:46 EST 2015,Thu Jul 30 01:02:38 EST 2015,0,30,0,267,500,400,300,100
98,QF1265,2,77,Thu Jul 16 14:00:22 EST 2015,Thu Jul 16 22:11:33 EST 2015,0,30,0,267,500,400,300,100
99,QF4916,3,6,Mon Apr 06 21:25:56 EST 2015,Wed Apr 08 05:55:49 EST 2015,14,64,35,371,500,400,300,100
100,QF6268,1,271,Thu Sep 17 17:56:54 EST 2015,Sat Sep 19 05:05:58 EST 2015,0,36,0,268,500,400,300,100
101,QF3709,1,305,Thu Mar 19 23:35:27 EST 2015,Fri Mar 20 08:48:12 EST 2015,0,36,0,268,500,400,300,100
102,QF4141,5,201,Fri Jul 24 23:05:31 EST 2015,Sun Jul 26 07:17:45 EST 2015,14,52,32,255,500,400,300,100
103,QF6285,6,40,Thu Apr 23 14:10:23 EST 2015,Thu Apr 23 23:33:16 EST 2015,0,58,36,270,500,400,300,100
104,QF5959,5,360,Tue May 05 18:29:19 EST 2015,Thu May 07 06:08:18 EST 2015,14,52,32,255,500,400,300,100
105,QF2044,4,74,Sun May 03 06:30:36 EST 2015,Mon May 04 02:28:02 EST 2015,0,12,0,156,500,400,300,100
106,QF3549,2,200,Tue Mar 24 14:29:01 EST 2015,Wed Mar 25 09:58:11 EST 2015,0,30,0,267,500,400,300,100
107,QF4955,6,70,Fri Sep 04 06:10:28 EST 2015,Sat Sep 05 00:21:41 EST 2015,0,58,36,270,500,400,300,100
108,QF3295,6,383,Sat Jul 18 04:16:22 EST 2015,Sun Jul 19 02:38:14 EST 2015,0,58,36,270,500,400,300,100
109,QF4345,3,363,Wed Oct 07 08:50:35 EST 2015,Wed Oct 07 12:27:43 EST 2015,14,64,35,371,500,400,300,100
110,QF3669,6,394,Fri May 01 12:51:46 EST 2015,Fri May 01 14:55:55 EST 2015,0,58,36,270,500,400,300,100
111,QF1843,1,95,Thu Oct 29 07:00:31 EST 2015,Fri Oct 30 06:47:59 EST 2015,0,36,0,268,500,400,300,100
112,QF1921,5,330,Wed Sep 02 14:07:37 EST 2015,Thu Sep 03 22:35:13 EST 2015,14,52,32,255,500,400,300,100
113,QF1971,6,375,Tue Sep 22 08:26:28 EST 2015,Wed Sep 23 21:19:09 EST 2015,0,58,36,270,500,400,300,100
114,QF3261,1,118,Sat Aug 22 07:52:54 EST 2015,Sun Aug 23 01:09:37 EST 2015,0,36,0,268,500,400,300,100
115,QF5927,4,55,Sun Jun 07 13:52:57 EST 2015,Sun Jun 07 18:14:05 EST 2015,0,12,0,156,500,400,300,100
116,QF1012,1,212,Thu Jun 25 21:27:28 EST 2015,Sat Jun 27 00:52:25 EST 2015,0,36,0,268,500,400,300,100
117,QF2572,3,67,Sun Jul 26 19:54:22 EST 2015,Mon Jul 27 17:18:21 EST 2015,14,64,35,371,500,400,300,100
118,QF5516,6,79,Thu Oct 08 04:29:35 EST 2015,Thu Oct 08 10:15:00 EST 2015,0,58,36,270,500,400,300,100
119,QF4630,5,160,Tue Mar 24 23:30:57 EST 2015,Thu Mar 26 07:52:34 EST 2015,14,52,32,255,500,400,300,100
120,QF4272,2,380,Mon Sep 07 11:29:09 EST 2015,Mon Sep 07 19:40:31 EST 2015,0,30,0,267,500,400,300,100
121,QF4910,5,53,Thu Apr 23 14:24:17 EST 2015,Fri Apr 24 18:19:15 EST 2015,14,52,32,255,500,400,300,100
122,QF2096,2,300,Sun Jul 26 02:51:42 EST 2015,Mon Jul 27 12:48:17 EST 2015,0,30,0,267,500,400,300,100
123,QF4177,2,1,Sun May 03 02:23:29 EST 2015,Mon May 04 10:03:30 EST 2015,0,30,0,267,500,400,300,100
124,QF3392,5,197,Sun Oct 11 08:13:26 EST 2015,Sun Oct 11 11:42:34 EST 2015,14,52,32,255,500,400,300,100
125,QF6286,2,289,Mon Mar 23 00:51:31 EST 2015,Tue Mar 24 10:16:34 EST 2015,0,30,0,267,500,400,300,100
126,QF1765,3,349,Thu Jul 30 02:48:26 EST 2015,Thu Jul 30 16:01:28 EST 2015,14,64,35,371,500,400,300,100
127,QF2498,5,251,Mon Sep 07 00:47:30 EST 2015,Tue Sep 08 07:43:52 EST 2015,14,52,32,255,500,400,300,100
128,QF3256,5,401,Fri May 22 07:12:20 EST 2015,Fri May 22 09:25:45 EST 2015,14,52,32,255,500,400,300,100
129,QF2063,6,393,Sat May 23 22:56:25 EST 2015,Sun May 24 11:47:00 EST 2015,0,58,36,270,500,400,300,100
130,QF5899,6,162,Thu Jun 25 19:56:28 EST 2015,Fri Jun 26 10:02:31 EST 2015,0,58,36,270,500,400,300,100
131,QF3810,3,396,Tue Jun 02 10:50:50 EST 2015,Wed Jun 03 12:35:25 EST 2015,14,64,35,371,500,400,300,100
132,QF4068,4,270,Fri Jun 19 18:45:41 EST 2015,Sat Jun 20 09:39:26 EST 2015,0,12,0,156,500,400,300,100
133,QF6626,2,359,Wed Jun 24 02:18:17 EST 2015,Thu Jun 25 08:34:17 EST 2015,0,30,0,267,500,400,300,100
134,QF1068,5,141,Tue Sep 15 23:59:26 EST 2015,Wed Sep 16 18:34:01 EST 2015,14,52,32,255,500,400,300,100
135,QF6395,2,266,Tue Jun 02 19:41:15 EST 2015,Thu Jun 04 02:39:58 EST 2015,0,30,0,267,500,400,300,100
136,QF2810,4,41,Thu Apr 16 04:32:11 EST 2015,Thu Apr 16 22:27:23 EST 2015,0,12,0,156,500,400,300,100
137,QF2862,6,113,Thu Oct 01 12:41:29 EST 2015,Thu Oct 01 20:10:42 EST 2015,0,58,36,270,500,400,300,100
138,QF3933,5,17,Sun Apr 12 04:31:46 EST 2015,Sun Apr 12 18:27:39 EST 2015,14,52,32,255,500,400,300,100
139,QF5699,2,70,Fri Mar 20 21:13:00 EST 2015,Sat Mar 21 21:43:38 EST 2015,0,30,0,267,500,400,300,100
140,QF3693,6,249,Mon Jun 08 12:36:48 EST 2015,Tue Jun 09 03:41:49 EST 2015,0,58,36,270,500,400,300,100
141,QF2211,2,416,Fri May 29 07:51:06 EST 2015,Sat May 30 14:13:23 EST 2015,0,30,0,267,500,400,300,100
142,QF4700,3,26,Sat Aug 22 13:56:28 EST 2015,Sun Aug 23 09:49:25 EST 2015,14,64,35,371,500,400,300,100
143,QF2579,1,34,Tue Oct 20 08:29:11 EST 2015,Wed Oct 21 03:56:26 EST 2015,0,36,0,268,500,400,300,100
144,QF4500,3,188,Wed Apr 29 01:39:10 EST 2015,Wed Apr 29 03:58:12 EST 2015,14,64,35,371,500,400,300,100
145,QF5411,3,342,Wed Apr 22 18:12:25 EST 2015,Thu Apr 23 14:56:45 EST 2015,14,64,35,371,500,400,300,100
146,QF2618,6,388,Sun Oct 04 21:16:15 EST 2015,Tue Oct 06 02:57:04 EST 2015,0,58,36,270,500,400,300,100
147,QF3934,6,200,Mon Apr 20 20:30:56 EST 2015,Tue Apr 21 00:44:33 EST 2015,0,58,36,270,500,400,300,100
148,QF4156,4,277,Fri May 08 18:25:52 EST 2015,Sat May 09 14:37:52 EST 2015,0,12,0,156,500,400,300,100
149,QF3659,1,370,Fri Jul 17 09:52:34 EST 2015,Fri Jul 17 18:41:20 EST 2015,0,36,0,268,500,400,300,100
150,QF1770,4,128,Sat Apr 18 09:57:33 EST 2015,Sat Apr 18 18:23:18 EST 2015,0,12,0,156,500,400,300,100
151,QF1879,1,272,Thu Apr 16 10:07:31 EST 2015,Thu Apr 16 19:24:41 EST 2015,0,36,0,268,500,400,300,100
152,QF6483,3,222,Sun Aug 23 20:01:03 EST 2015,Mon Aug 24 23:48:06 EST 2015,14,64,35,371,500,400,300,100
153,QF3679,3,74,Thu Jul 30 11:19:09 EST 2015,Fri Jul 31 16:41:00 EST 2015,14,64,35,371,500,400,300,100
154,QF4826,4,217,Tue May 12 03:35:39 EST 2015,Tue May 12 17:47:59 EST 2015,0,12,0,156,500,400,300,100
155,QF5982,5,165,Fri Sep 25 12:51:56 EST 2015,Sat Sep 26 22:42:15 EST 2015,14,52,32,255,500,400,300,100
156,QF1958,3,50,Wed Jul 22 08:02:52 EST 2015,Thu Jul 23 14:37:26 EST 2015,14,64,35,371,500,400,300,100
157,QF3013,4,125,Sat Jul 18 05:58:35 EST 2015,Sun Jul 19 06:46:55 EST 2015,0,12,0,156,500,400,300,100
158,QF2745,3,30,Tue Jul 28 00:48:38 EST 2015,Tue Jul 28 12:03:44 EST 2015,14,64,35,371,500,400,300,100
159,QF5360,5,173,Tue Aug 04 19:04:07 EST 2015,Tue Aug 04 21:07:07 EST 2015,14,52,32,255,500,400,300,100
160,QF1899,4,347,Mon Sep 07 08:33:33 EST 2015,Tue Sep 08 04:10:23 EST 2015,0,12,0,156,500,400,300,100
161,QF3953,5,155,Wed Apr 15 22:33:37 EST 2015,Thu Apr 16 01:57:26 EST 2015,14,52,32,255,500,400,300,100
162,QF2097,4,256,Fri May 15 16:07:50 EST 2015,Sat May 16 23:16:59 EST 2015,0,12,0,156,500,400,300,100
163,QF2170,4,427,Mon Jun 15 23:24:45 EST 2015,Wed Jun 17 00:27:55 EST 2015,0,12,0,156,500,400,300,100
164,QF1283,3,385,Tue Sep 15 21:30:10 EST 2015,Wed Sep 16 20:17:13 EST 2015,14,64,35,371,500,400,300,100
165,QF4265,6,171,Tue Jul 21 07:07:00 EST 2015,Tue Jul 21 11:50:42 EST 2015,0,58,36,270,500,400,300,100
166,QF4598,6,371,Wed May 27 13:57:33 EST 2015,Thu May 28 18:55:16 EST 2015,0,58,36,270,500,400,300,100
167,QF4245,2,427,Tue Apr 14 02:08:13 EST 2015,Wed Apr 15 02:16:25 EST 2015,0,30,0,267,500,400,300,100
168,QF2402,5,299,Wed Mar 18 08:21:11 EST 2015,Wed Mar 18 10:28:55 EST 2015,14,52,32,255,500,400,300,100
169,QF3714,2,271,Tue Aug 04 07:27:11 EST 2015,Wed Aug 05 16:32:12 EST 2015,0,30,0,267,500,400,300,100
170,QF5623,6,106,Wed Jun 17 05:39:56 EST 2015,Thu Jun 18 07:10:03 EST 2015,0,58,36,270,500,400,300,100
171,QF5467,1,161,Tue Jun 16 01:34:20 EST 2015,Wed Jun 17 06:21:16 EST 2015,0,36,0,268,500,400,300,100
172,QF1864,2,407,Sun Aug 23 17:23:34 EST 2015,Tue Aug 25 02:09:14 EST 2015,0,30,0,267,500,400,300,100
173,QF1419,2,159,Tue Sep 29 20:32:26 EST 2015,Thu Oct 01 05:35:24 EST 2015,0,30,0,267,500,400,300,100
174,QF5100,1,259,Sat Jul 04 12:31:20 EST 2015,Mon Jul 06 00:44:44 EST 2015,0,36,0,268,500,400,300,100
175,QF2814,4,118,Wed Aug 05 14:46:20 EST 2015,Thu Aug 06 19:55:45 EST 2015,0,12,0,156,500,400,300,100
176,QF2053,3,285,Fri May 29 14:50:11 EST 2015,Sat May 30 16:05:45 EST 2015,14,64,35,371,500,400,300,100
177,QF5533,3,375,Tue Mar 31 21:59:46 EST 2015,Wed Apr 01 18:27:46 EST 2015,14,64,35,371,500,400,300,100
178,QF6856,6,90,Mon Sep 21 12:43:29 EST 2015,Wed Sep 23 01:56:29 EST 2015,0,58,36,270,500,400,300,100
179,QF4236,6,296,Sat Apr 25 12:24:38 EST 2015,Sun Apr 26 21:31:08 EST 2015,0,58,36,270,500,400,300,100
180,QF3647,5,217,Wed May 20 22:32:47 EST 2015,Thu May 21 01:59:18 EST 2015,14,52,32,255,500,400,300,100
181,QF4766,6,390,Fri Sep 04 14:21:58 EST 2015,Fri Sep 04 19:19:17 EST 2015,0,58,36,270,500,400,300,100
182,QF4256,4,82,Mon Aug 17 20:38:43 EST 2015,Tue Aug 18 01:10:40 EST 2015,0,12,0,156,500,400,300,100
183,QF4824,1,20,Fri Jul 17 21:21:15 EST 2015,Sun Jul 19 01:28:38 EST 2015,0,36,0,268,500,400,300,100
184,QF4311,2,47,Fri Oct 02 10:19:40 EST 2015,Sat Oct 03 11:23:53 EST 2015,0,30,0,267,500,400,300,100
185,QF3382,3,318,Wed Oct 14 05:58:57 EST 2015,Wed Oct 14 14:34:28 EST 2015,14,64,35,371,500,400,300,100
186,QF3237,6,325,Mon Jun 01 09:02:06 EST 2015,Tue Jun 02 14:06:51 EST 2015,0,58,36,270,500,400,300,100
187,QF4606,5,395,Wed Sep 09 11:46:05 EST 2015,Thu Sep 10 15:15:12 EST 2015,14,52,32,255,500,400,300,100
188,QF5924,2,64,Mon Apr 13 08:53:30 EST 2015,Mon Apr 13 15:59:54 EST 2015,0,30,0,267,500,400,300,100
189,QF6236,4,281,Sat Mar 14 10:23:33 EST 2015,Sun Mar 15 07:14:57 EST 2015,0,12,0,156,500,400,300,100
190,QF2683,3,21,Fri Mar 13 14:21:29 EST 2015,Sat Mar 14 01:24:55 EST 2015,14,64,35,371,500,400,300,100
191,QF1253,4,230,Wed Aug 05 00:14:32 EST 2015,Thu Aug 06 10:53:02 EST 2015,0,12,0,156,500,400,300,100
192,QF4681,4,162,Sat Jun 13 10:54:42 EST 2015,Sat Jun 13 22:00:10 EST 2015,0,12,0,156,500,400,300,100
193,QF1761,1,407,Sat Mar 14 21:00:16 EST 2015,Sun Mar 15 06:03:02 EST 2015,0,36,0,268,500,400,300,100
194,QF1877,5,116,Thu Sep 10 09:38:01 EST 2015,Fri Sep 11 01:51:26 EST 2015,14,52,32,255,500,400,300,100
195,QF6338,5,176,Sun Jun 21 23:10:35 EST 2015,Mon Jun 22 03:10:30 EST 2015,14,52,32,255,500,400,300,100
196,QF5736,3,149,Mon Sep 07 21:49:53 EST 2015,Tue Sep 08 04:23:57 EST 2015,14,64,35,371,500,400,300,100
197,QF1641,4,378,Sun Jul 26 12:06:16 EST 2015,Mon Jul 27 09:03:39 EST 2015,0,12,0,156,500,400,300,100
198,QF6533,1,71,Wed Aug 05 21:00:49 EST 2015,Fri Aug 07 10:54:25 EST 2015,0,36,0,268,500,400,300,100
199,QF5779,1,6,Wed Sep 30 10:52:34 EST 2015,Thu Oct 01 10:36:43 EST 2015,0,36,0,268,500,400,300,100
200,QF1112,2,281,Mon Oct 12 04:43:54 EST 2015,Mon Oct 12 09:21:18 EST 2015,0,30,0,267,500,400,300,100
201,QF6939,3,114,Fri May 01 12:13:02 EST 2015,Sat May 02 04:53:09 EST 2015,14,64,35,371,500,400,300,100
202,QF6877,3,128,Mon Mar 16 22:32:25 EST 2015,Wed Mar 18 09:54:08 EST 2015,14,64,35,371,500,400,300,100
203,QF6066,2,37,Fri May 08 15:56:54 EST 2015,Sat May 09 15:18:18 EST 2015,0,30,0,267,500,400,300,100
204,QF5208,2,245,Tue Jun 09 20:16:01 EST 2015,Thu Jun 11 05:29:40 EST 2015,0,30,0,267,500,400,300,100
